Bass Hill,-33.900608,150.992888
Bassendean NSW,-30.056088,151.173708
Bassendean WA,-31.905092,115.951542
Batar Creek,-31.658604,152.679031
Batchelor,-13.038663,131.072091
Bateau Bay,-33.381213,151.479104
Batehaven,-35.73211,150.199539
Bateman,-32.059615,115.844417
Batemans Bay,-35.708152,150.174704
Batesford,-38.088082,144.274343
Bathampton,-33.491908,149.4077
Bathumi,-36.026715,146.084897
Bathurst,-33.41978,149.574258
Batlow,-35.522019,148.144623
Batman,-37.733524,144.962837
Battery Hill,-26.777639,153.13482
Battery Point,-42.892767,147.333242
Baudin,-33.865006,115.424214
Baudin Beach,-35.776086,137.870207
Bauhinia,-24.568117,149.297694
Baulkham Hills,-33.758601,150.992887
Bauple,-25.813247,152.61755
Bauple Forest,-25.878045,152.655116
Baw Baw,-37.836059,146.259948
Baw Baw Village,-37.845666,145.995025
Bawley Point,-35.522387,150.393202
Baxter,-38.195383,145.158007
Baxters Ridge,-31.711123,151.854774
